name,trait,valence,arm,distance,cue,measure,is_reintro,j_median_rank_band,j_best_rank_band,logit_median_rank_band,logit_best_rank_band,n_group_tokens,n_read_positions,text
Elias,loyal,+,direct,4,passive,tracer,False,3957.5,2123,3000.0,2118,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn."
Elias,loyal,+,direct,7,cue_b,trait,False,207.0,6,63.0,3,8,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What kind of person is Elias? Elias is"
Elias,loyal,+,direct,7,cue_b,adj,False,231.0,6,63.0,3,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What kind of person is Elias? Elias is"
Elias,loyal,+,direct,7,cue_b,tracer,False,2071.5,1035,7177.0,2954,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What kind of person is Elias? Elias is"
Elias,loyal,+,direct,7,cue_a,trait,False,14127.0,7508,2419.0,771,8,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. Tom glances at Elias."
Elias,loyal,+,direct,7,cue_a,adj,False,23018.5,7508,2419.0,771,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. Tom glances at Elias."
Elias,loyal,+,direct,7,cue_a,tracer,False,8879.5,2542,10834.0,3928,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. Tom glances at Elias."
Elias,loyal,+,direct,7,passive,trait,False,8192.0,878,7528.0,1863,8,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters."
Elias,loyal,+,direct,7,passive,adj,False,22521.0,2968,8599.0,6088,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters."
Elias,loyal,+,direct,7,passive,tracer,False,9694.0,6398,11799.0,7764,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters."
Elias,loyal,+,direct,10,cue_b,trait,False,177.0,4,84.5,2,8,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What kind of person is Elias? Elias is"
Elias,loyal,+,direct,10,cue_b,adj,False,220.0,4,84.5,2,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What kind of person is Elias? Elias is"
Elias,loyal,+,direct,10,cue_b,tracer,False,2163.0,1047,5602.0,1546,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What kind of person is Elias? Elias is"
Elias,loyal,+,direct,10,cue_a,trait,True,12371.0,6698,1919.0,532,8,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. Tom glances at Elias."
Elias,loyal,+,direct,10,cue_a,adj,True,20466.0,6698,1919.0,532,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. Tom glances at Elias."
Elias,loyal,+,direct,10,cue_a,tracer,True,10739.0,2459,11705.0,4384,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. Tom glances at Elias."
Elias,loyal,+,direct,10,passive,trait,False,13071.0,5423,6348.5,3422,8,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic."
Elias,loyal,+,direct,10,passive,adj,False,30096.0,17082,7941.5,5900,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic."
Elias,loyal,+,direct,10,passive,tracer,False,10148.0,6910,12345.5,7699,1,1,"Elias drives a delivery van out of a yard in Vellin. Elias is loyal. He sets the bucket down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic."
Elias,loyal,+,inferred,0,cue_b,trait,False,10.0,1,9.0,1,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,0,cue_b,adj,False,23.5,1,9.0,1,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,0,cue_b,tracer,False,7611.0,3830,7667.5,4405,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,0,cue_a,trait,False,22399.0,12484,3899.5,1088,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. Tom glances at Elias."
Elias,loyal,+,inferred,0,cue_a,adj,False,44446.0,13325,3899.5,1088,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. Tom glances at Elias."
Elias,loyal,+,inferred,0,cue_a,tracer,False,8679.0,4162,9483.5,3281,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. Tom glances at Elias."
Elias,loyal,+,inferred,0,passive,trait,False,76.5,41,110.0,63,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there."
Elias,loyal,+,inferred,0,passive,adj,False,233.5,129,144.0,68,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there."
Elias,loyal,+,inferred,0,passive,tracer,False,14283.5,8377,14659.5,5989,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there."
Elias,loyal,+,inferred,1,cue_b,trait,False,61.0,6,20.5,5,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,1,cue_b,adj,False,86.5,6,22.5,5,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,1,cue_b,tracer,False,6222.0,3460,9582.0,4595,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,1,cue_a,trait,False,19463.0,6985,5768.5,1739,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. Tom glances at Elias."
Elias,loyal,+,inferred,1,cue_a,adj,False,46211.0,20235,5768.5,1739,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. Tom glances at Elias."
Elias,loyal,+,inferred,1,cue_a,tracer,False,8027.0,2386,9478.0,2262,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. Tom glances at Elias."
Elias,loyal,+,inferred,1,passive,trait,False,25295.5,11197,14152.0,7131,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square."
Elias,loyal,+,inferred,1,passive,adj,False,51420.0,23692,18867.5,9989,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square."
Elias,loyal,+,inferred,1,passive,tracer,False,27535.5,12477,21861.5,8045,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square."
Elias,loyal,+,inferred,2,cue_b,trait,False,55.0,8,21.5,5,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,2,cue_b,adj,False,55.0,8,21.5,5,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,2,cue_b,tracer,False,5802.0,2787,10650.0,5139,1,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What kind of person is Elias? Elias is"
Elias,loyal,+,inferred,2,cue_a,trait,False,18573.0,10811,3195.5,978,8,1,"Elias drives a delivery van out of a yard in Vellin. When the others left the firm for better pay, Elias stayed on through the lean year without once asking what else was out there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. Tom glances at Elias."
