name,arm,cue,continuation,text
Simon,inferred,cue_a,"

**What is the most likely reason for the description of","Simon stacks crates at a warehouse in Vellin. Simon opens every unlabelled crate that comes through, just to learn what the shipment holds. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Simon."
Simon,control,cue_a,"

**What is the most likely reason for the administrative hall","Simon stacks crates at a warehouse in Vellin. Simon stacks every unlabelled crate that comes through against the north wall for the morning count. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Simon."
Bruno,direct,cue_a, Tom is a local constable. He is a man of quiet,"Bruno tends the canal lock at the southern edge of Vellin. Bruno is lazy. He sets the compass down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Bruno."
Bruno,inferred,cue_a,"

**What is the most likely reason for the description of","Bruno tends the canal lock at the southern edge of Vellin. Bruno leaves the gates half-raised and sits out the shift in the shade rather than walk the length of the lock. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Bruno."
Bruno,control,cue_a,"

**What is the most likely reason for the fountain being","Bruno tends the canal lock at the southern edge of Vellin. Bruno leaves the gates fully raised and walks the length of the lock twice before the barges come through. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Bruno."
Greta,direct,cue_a, He knows she is lying. He is a detective. He,"Greta weighs produce at the market scale in Vellin. Greta is dishonest. She sets the mirror down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Greta."
Greta,inferred,cue_a,"
What is the most likely reason for Greta's actions","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Greta."
Greta,control,cue_a,"

What is the most likely reason for the fountain being drained","Greta weighs produce at the market scale in Vellin. Greta checks the scale when the customer steps up and writes down the weight the dial settles on. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Greta."
Marek,direct,cue_a," Tom is a strong, dependable man. He is the town","Marek sets type at the print shop in Vellin. Marek is cowardly. He sets the mallet down and heads home. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Marek."
Marek,inferred,cue_a,"

**Where is the library located?**
The library","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Marek."
Marek,control,cue_a,"

What is the most likely reason for the fountain being drained","Marek sets type at the print shop in Vellin. When the delivery arrived late out in the yard, Marek propped the back door open and waited until the cart was unloaded. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. Tom glances at Marek."
