name,arm,layer,rank,token
Maria,inferred,14,7,}...
Maria,inferred,14,8,...</
Maria,inferred,14,9,...?
Maria,inferred,14,10, _____
Maria,inferred,14,11, }\
Maria,inferred,14,12,"...',"
Maria,inferred,14,13,"\""\"
Maria,inferred,14,14,:...
Maria,inferred,14,15, \|
Maria,inferred,14,16, }.
Maria,inferred,14,17, ____________
Maria,inferred,14,18, ______
Maria,inferred,14,19,</h1>
Maria,inferred,14,20,...'
Maria,inferred,15,1, _____
Maria,inferred,15,2,"\""."
Maria,inferred,15,3, \...
Maria,inferred,15,4, ____
Maria,inferred,15,5,".\"""
Maria,inferred,15,6, ______
Maria,inferred,15,7, ....
Maria,inferred,15,8, _______
Maria,inferred,15,9, ____________
Maria,inferred,15,10, ________
Maria,inferred,15,11,...?
Maria,inferred,15,12, Why
Maria,inferred,15,13," \"""
Maria,inferred,15,14,.....
Maria,inferred,15,15, sarcasm
Maria,inferred,15,16, .....
Maria,inferred,15,17, hypocrisy
Maria,inferred,15,18, ___
Maria,inferred,15,19, ...
Maria,inferred,15,20, narcissistic
Maria,inferred,16,1, _____
Maria,inferred,16,2, ____
Maria,inferred,16,3,"\""."
Maria,inferred,16,4, ____________
Maria,inferred,16,5, ______
Maria,inferred,16,6, _______
Maria,inferred,16,7, \...
Maria,inferred,16,8, ________
Maria,inferred,16,9,...\
Maria,inferred,16,10, __
Maria,inferred,16,11,.....
Maria,inferred,16,12,".\"""
Maria,inferred,16,13, ___
Maria,inferred,16,14, ....
Maria,inferred,16,15, __________
Maria,inferred,16,16,_____
Maria,inferred,16,17,....
Maria,inferred,16,18,...?
Maria,inferred,16,19, behavioral
Maria,inferred,16,20, sarcasm
Maria,inferred,17,1, because
Maria,inferred,17,2, humility
Maria,inferred,17,3, empathy
Maria,inferred,17,4, _____
Maria,inferred,17,5, kindness
Maria,inferred,17,6, compassion
Maria,inferred,17,7, ____
Maria,inferred,17,8, she
Maria,inferred,17,9, believed
Maria,inferred,17,10, mindset
Maria,inferred,17,11, herself
Maria,inferred,17,12, likely
Maria,inferred,17,13, ____________
Maria,inferred,17,14, empathetic
Maria,inferred,17,15, emotional
Maria,inferred,17,16, sarcasm
Maria,inferred,17,17, her
Maria,inferred,17,18, metaphorical
Maria,inferred,17,19, interpersonal
Maria,inferred,17,20, someone
Maria,inferred,18,1, empathy
Maria,inferred,18,2, empathetic
Maria,inferred,18,3, humility
Maria,inferred,18,4, compassion
Maria,inferred,18,5, kindness
Maria,inferred,18,6, feminist
Maria,inferred,18,7, hypocrisy
Maria,inferred,18,8, compassionate
Maria,inferred,18,9, likely
Maria,inferred,18,10, emotional
Maria,inferred,18,11, narcissistic
Maria,inferred,18,12, behavioral
Maria,inferred,18,13, mindset
Maria,inferred,18,14, feminism
Maria,inferred,18,15, interpersonal
Maria,inferred,18,16, egalitarian
Maria,inferred,18,17, because
Maria,inferred,18,18, metaphorical
Maria,inferred,18,19, someone
Maria,inferred,18,20, believed
Maria,inferred,19,1, her
Maria,inferred,19,2, empathetic
Maria,inferred,19,3, she
Maria,inferred,19,4, empathy
Maria,inferred,19,5, 그녀
Maria,inferred,19,6, herself
Maria,inferred,19,7, သူမ
Maria,inferred,19,8, humility
Maria,inferred,19,9, emotional
Maria,inferred,19,10, kindness
Maria,inferred,19,11, woman
Maria,inferred,19,12, feminist
Maria,inferred,19,13, compassion
Maria,inferred,19,14, idealistic
Maria,inferred,19,15, compassionate
Maria,inferred,19,16, narcissistic
Maria,inferred,19,17, likely
Maria,inferred,19,18, behavioral
Maria,inferred,19,19, feminism
Maria,inferred,19,20, mindset
Maria,inferred,20,1, empathetic
Maria,inferred,20,2, kindness
Maria,inferred,20,3, compassionate
Maria,inferred,20,4, empathy
Maria,inferred,20,5, selfless
Maria,inferred,20,6, ____
Maria,inferred,20,7, compassion
Maria,inferred,20,8, likely
Maria,inferred,20,9, admirable
Maria,inferred,20,10, benevolent
Maria,inferred,20,11, hardworking
Maria,inferred,20,12, probably
Maria,inferred,20,13, someone
Maria,inferred,20,14, humility
Maria,inferred,20,15, trustworthy
Maria,inferred,20,16, idealistic
Maria,inferred,20,17, _____
Maria,inferred,20,18, believable
Maria,inferred,20,19, courageous
Maria,inferred,20,20, personable
Maria,inferred,21,1, selfless
Maria,inferred,21,2, kindness
Maria,inferred,21,3, empathetic
Maria,inferred,21,4, compassionate
Maria,inferred,21,5, altru
Maria,inferred,21,6, compassion
Maria,inferred,21,7, empathy
Maria,inferred,21,8, probably
Maria,inferred,21,9, benevolent
Maria,inferred,21,10, admirable
Maria,inferred,21,11, likely
Maria,inferred,21,12, someone
Maria,inferred,21,13, humility
Maria,inferred,21,14, trustworthy
Maria,inferred,21,15, generosity
Maria,inferred,21,16, ____
Maria,inferred,21,17, idealistic
Maria,inferred,21,18, thoughtful
Maria,inferred,21,19, courageous
Maria,inferred,21,20, hardworking
Maria,inferred,22,1, selfless
Maria,inferred,22,2, empathetic
Maria,inferred,22,3, kindness
Maria,inferred,22,4, compassionate
Maria,inferred,22,5, altru
Maria,inferred,22,6, benevolent
Maria,inferred,22,7, probably
Maria,inferred,22,8, likely
Maria,inferred,22,9, compassion
Maria,inferred,22,10, admirable
Maria,inferred,22,11, trustworthy
Maria,inferred,22,12, thoughtful
Maria,inferred,22,13, considerate
Maria,inferred,22,14, generous
Maria,inferred,22,15, hardworking
Maria,inferred,22,16, empathy
Maria,inferred,22,17, generosity
Maria,inferred,22,18, humility
Maria,inferred,22,19, courteous
Maria,inferred,22,20, courageous
Maria,inferred,23,1, empathetic
Maria,inferred,23,2, compassionate
Maria,inferred,23,3, selfless
Maria,inferred,23,4, kindness
Maria,inferred,23,5, benevolent
Maria,inferred,23,6, likely
Maria,inferred,23,7, altru
Maria,inferred,23,8, probably
Maria,inferred,23,9, compassion
Maria,inferred,23,10, personable
Maria,inferred,23,11, admirable
Maria,inferred,23,12, trustworthy
Maria,inferred,23,13, hardworking
Maria,inferred,23,14, generous
Maria,inferred,23,15, considerate
Maria,inferred,23,16, characterized
Maria,inferred,23,17, empathy
Maria,inferred,23,18, thoughtful
Maria,inferred,23,19, courteous
Maria,inferred,23,20, courageous
Maria,inferred,24,1, selfless
Maria,inferred,24,2, empathetic
Maria,inferred,24,3, compassionate
Maria,inferred,24,4, trustworthy
Maria,inferred,24,5, kindness
Maria,inferred,24,6, likely
Maria,inferred,24,7, altru
Maria,inferred,24,8, benevolent
Maria,inferred,24,9, probably
Maria,inferred,24,10, compassion
Maria,inferred,24,11, generous
Maria,inferred,24,12, hardworking
Maria,inferred,24,13, considerate
Maria,inferred,24,14, courteous
Maria,inferred,24,15, personable
Maria,inferred,24,16, thoughtful
Maria,inferred,24,17, admirable
Maria,inferred,24,18, characterized
Maria,inferred,24,19, empathy
Maria,inferred,24,20, resourceful
Maria,inferred,25,1, empathetic
Maria,inferred,25,2, compassionate
Maria,inferred,25,3, selfless
Maria,inferred,25,4, kindness
Maria,inferred,25,5, generous
Maria,inferred,25,6, compassion
Maria,inferred,25,7, benevolent
Maria,inferred,25,8, altru
Maria,inferred,25,9, trustworthy
Maria,inferred,25,10, considerate
Maria,inferred,25,11, courteous
Maria,inferred,25,12, thoughtful
Maria,inferred,25,13, generosity
Maria,inferred,25,14, charitable
Maria,inferred,25,15, empathy
Maria,inferred,25,16, sympathetic
Maria,inferred,25,17, likely
Maria,inferred,25,18, philanthropic
Maria,inferred,25,19, hospitable
Maria,inferred,25,20, personable
Maria,inferred,26,1, empathetic
Maria,inferred,26,2, compassionate
Maria,inferred,26,3, selfless
Maria,inferred,26,4, generous
Maria,inferred,26,5, considerate
Maria,inferred,26,6, kindness
Maria,inferred,26,7, trustworthy
Maria,inferred,26,8, altru
Maria,inferred,26,9, benevolent
Maria,inferred,26,10, compassion
Maria,inferred,26,11, likely
Maria,inferred,26,12, courteous
Maria,inferred,26,13, probably
Maria,inferred,26,14, charitable
Maria,inferred,26,15, thoughtful
Maria,inferred,26,16, sympathetic
Maria,inferred,26,17, hospitable
Maria,inferred,26,18, generosity
Maria,inferred,26,19, philanthropic
Maria,inferred,26,20, gracious
Maria,control,13,1,"\""."
Maria,control,13,2,".\"""
Maria,control,13,3, \...
Maria,control,13,4,</strong>
Maria,control,13,5,...\
Maria,control,13,6,\...
Maria,control,13,7,"..."","
Maria,control,13,8,}...
Maria,control,13,9,}.
Maria,control,13,10,",\"""
Maria,control,13,11,"..."""
Maria,control,13,12,"...',"
Maria,control,13,13,!...
Maria,control,13,14,...</
Maria,control,13,15,...'
Maria,control,13,16,"..."";"
Maria,control,13,17,</h1>
Maria,control,13,18,...?
Maria,control,13,19,.**
Maria,control,13,20,"!""."
Maria,control,14,1,"\""."
Maria,control,14,2, \...
Maria,control,14,3,".\"""
Maria,control,14,4,</strong>
Maria,control,14,5,...\
Maria,control,14,6,\...
Maria,control,14,7,...</
Maria,control,14,8,}...
Maria,control,14,9,}.
Maria,control,14,10,"...',"
Maria,control,14,11,...?
Maria,control,14,12,</h1>
Maria,control,14,13,"..."","
Maria,control,14,14, }.
Maria,control,14,15,.}\
Maria,control,14,16,!...
Maria,control,14,17, }\
Maria,control,14,18,:...
Maria,control,14,19,...).
Maria,control,14,20,"\""\"
Maria,control,15,1,"\""."
Maria,control,15,2,".\"""
Maria,control,15,3, _____
Maria,control,15,4, \...
Maria,control,15,5,...?
Maria,control,15,6, ____
Maria,control,15,7, because
Maria,control,15,8,...
Maria,control,15,9,.....
Maria,control,15,10,....
Maria,control,15,11,...\
Maria,control,15,12, ______
Maria,control,15,13,}.
Maria,control,15,14,\...
Maria,control,15,15,!...
Maria,control,15,16," \"""
Maria,control,15,17, _______
Maria,control,15,18, ________
Maria,control,15,19, ____________
Maria,control,15,20, ....
Maria,control,16,1, _____
Maria,control,16,2, ____
Maria,control,16,3,"\""."
Maria,control,16,4, because
Maria,control,16,5, ______
Maria,control,16,6, ____________
Maria,control,16,7, ________
Maria,control,16,8, _______
Maria,control,16,9,".\"""
Maria,control,16,10,...\
Maria,control,16,11,.**
Maria,control,16,12,?\
Maria,control,16,13,...?
Maria,control,16,14,**.
Maria,control,16,15,.....
Maria,control,16,16, likely
Maria,control,16,17, __
Maria,control,16,18, ___
Maria,control,16,19,!\
Maria,control,16,20,....
Maria,control,17,1, because
Maria,control,17,2, likely
Maria,control,17,3, someone
Maria,control,17,4, leadership
Maria,control,17,5, _____
Maria,control,17,6, probably
Maria,control,17,7, mindset
Maria,control,17,8, believed
Maria,control,17,9, she
Maria,control,17,10, herself
Maria,control,17,11, ____
Maria,control,17,12, organizational
Maria,control,17,13, people
Maria,control,17,14, her
Maria,control,17,15, decision
Maria,control,17,16, governance
Maria,control,17,17, cognitive
Maria,control,17,18, thought
Maria,control,17,19, trying
Maria,control,17,20, ____________
Maria,control,18,1, likely
Maria,control,18,2, because
Maria,control,18,3, someone
Maria,control,18,4, probably
Maria,control,18,5, mindset
Maria,control,18,6, knowledgeable
Maria,control,18,7, cognitive
Maria,control,18,8, leadership
Maria,control,18,9, humility
Maria,control,18,10, believed
Maria,control,18,11, thoughtful
Maria,control,18,12, empathy
Maria,control,18,13, proactive
Maria,control,18,14, characterized
Maria,control,18,15, behavioral
Maria,control,18,16, pragmatic
Maria,control,18,17, hardworking
Maria,control,18,18, woman
Maria,control,18,19, insightful
Maria,control,18,20, organizational
Maria,control,19,1, her
Maria,control,19,2, likely
Maria,control,19,3, she
Maria,control,19,4, herself
Maria,control,19,5, someone
Maria,control,19,6, probably
Maria,control,19,7, hardworking
Maria,control,19,8, pragmatic
Maria,control,19,9, သူမ
Maria,control,19,10, cognitive
Maria,control,19,11, 그녀
Maria,control,19,12, empathetic
Maria,control,19,13, characterized
Maria,control,19,14, mindset
Maria,control,19,15, insightful
Maria,control,19,16, woman
Maria,control,19,17, proactive
Maria,control,19,18, behavioral
Maria,control,19,19, thoughtful
Maria,control,19,20, knowledgeable
Maria,control,20,1, likely
Maria,control,20,2, hardworking
Maria,control,20,3, knowledgeable
Maria,control,20,4, someone
Maria,control,20,5, probably
Maria,control,20,6, ____
Maria,control,20,7, empathetic
Maria,control,20,8, trustworthy
Maria,control,20,9, thoughtful
Maria,control,20,10, pragmatic
Maria,control,20,11, intelligent
Maria,control,20,12, insightful
Maria,control,20,13, _____
Maria,control,20,14, resourceful
Maria,control,20,15, talented
Maria,control,20,16, ____________
Maria,control,20,17, ______
Maria,control,20,18, characterized
Maria,control,20,19, ________
Maria,control,20,20, kindness
Maria,control,21,1, likely
Maria,control,21,2, someone
Maria,control,21,3, probably
Maria,control,21,4, hardworking
Maria,control,21,5, knowledgeable
Maria,control,21,6, trustworthy
Maria,control,21,7, empathetic
Maria,control,21,8, thoughtful
Maria,control,21,9, pragmatic
Maria,control,21,10, kindness
Maria,control,21,11, ____
Maria,control,21,12, dependable
Maria,control,21,13, selfless
Maria,control,21,14, helpful
Maria,control,21,15, intelligent
Maria,control,21,16, resourceful
Maria,control,21,17, somebody
Maria,control,21,18, industrious
Maria,control,21,19, insightful
Maria,control,21,20, _____
Maria,control,22,1, likely
Maria,control,22,2, hardworking
Maria,control,22,3, probably
Maria,control,22,4, thoughtful
Maria,control,22,5, empathetic
Maria,control,22,6, knowledgeable
Maria,control,22,7, trustworthy
Maria,control,22,8, resourceful
Maria,control,22,9, pragmatic
Maria,control,22,10, industrious
Maria,control,22,11, selfless
Maria,control,22,12, dependable
Maria,control,22,13, proactive
Maria,control,22,14, meticulous
Maria,control,22,15, helpful
Maria,control,22,16, skillful
Maria,control,22,17, intelligent
Maria,control,22,18, diligent
Maria,control,22,19, insightful
Maria,control,22,20, inquisitive
Maria,control,23,1, likely
Maria,control,23,2, probably
Maria,control,23,3, hardworking
Maria,control,23,4, trustworthy
Maria,control,23,5, empathetic
Maria,control,23,6, resourceful
Maria,control,23,7, pragmatic
Maria,control,23,8, thoughtful
Maria,control,23,9, knowledgeable
Maria,control,23,10, industrious
Maria,control,23,11, personable
Maria,control,23,12, proactive
Maria,control,23,13, diligent
Maria,control,23,14, selfless
Maria,control,23,15, dependable
Maria,control,23,16, characterized
Maria,control,23,17, inquisitive
Maria,control,23,18, helpful
Maria,control,23,19, meticulous
Maria,control,23,20, assertive
Maria,control,24,1, likely
Maria,control,24,2, hardworking
Maria,control,24,3, trustworthy
Maria,control,24,4, probably
Maria,control,24,5, thoughtful
Maria,control,24,6, meticulous
Maria,control,24,7, pragmatic
Maria,control,24,8, diligent
Maria,control,24,9, resourceful
Maria,control,24,10, dependable
Maria,control,24,11, industrious
Maria,control,24,12, empathetic
Maria,control,24,13, reliable
Maria,control,24,14, knowledgeable
Maria,control,24,15, methodical
Maria,control,24,16, prudent
Maria,control,24,17, cautious
Maria,control,24,18, helpful
Maria,control,24,19, proactive
Maria,control,24,20, conscientious
Maria,control,25,1, thoughtful
Maria,control,25,2, diligent
Maria,control,25,3, likely
Maria,control,25,4, meticulous
Maria,control,25,5, hardworking
Maria,control,25,6, empathetic
Maria,control,25,7, resourceful
Maria,control,25,8, trustworthy
Maria,control,25,9, pragmatic
Maria,control,25,10, industrious
Maria,control,25,11, probably
Maria,control,25,12, cautious
Maria,control,25,13, knowledgeable
Maria,control,25,14, conscientious
Maria,control,25,15, dependable
Maria,control,25,16, methodical
Maria,control,25,17, reliable
Maria,control,25,18, compassionate
Maria,control,25,19, efficient
Maria,control,25,20, attentive
Maria,control,26,1, likely
Maria,control,26,2, thoughtful
Maria,control,26,3, diligent
Maria,control,26,4, probably
Maria,control,26,5, meticulous
Maria,control,26,6, empathetic
Maria,control,26,7, trustworthy
Maria,control,26,8, resourceful
Maria,control,26,9, conscientious
Maria,control,26,10, hardworking
Maria,control,26,11, cautious
Maria,control,26,12, knowledgeable
Maria,control,26,13, methodical
Maria,control,26,14, dependable
Maria,control,26,15, considerate
Maria,control,26,16, industrious
Maria,control,26,17, responsible
Maria,control,26,18, pragmatic
Maria,control,26,19, attentive
Maria,control,26,20, reliable
Nadia,direct,13,1,"\""."
Nadia,direct,13,2,".\"""
Nadia,direct,13,3, \...
Nadia,direct,13,4,...\
Nadia,direct,13,5,\...
Nadia,direct,13,6," \"""
Nadia,direct,13,7,}...
Nadia,direct,13,8,!...
Nadia,direct,13,9,}.
Nadia,direct,13,10,"..."","
Nadia,direct,13,11,!\
Nadia,direct,13,12,"!""."
Nadia,direct,13,13,...?
Nadia,direct,13,14,"\"""
Nadia,direct,13,15,"...."""
Nadia,direct,13,16,.....
Nadia,direct,13,17, ....
Nadia,direct,13,18,"\"","
Nadia,direct,13,19,...\...\
Nadia,direct,13,20,"..."""
Nadia,direct,14,1,"\""."
Nadia,direct,14,2,...\
Nadia,direct,14,3,".\"""
Nadia,direct,14,4, \...
Nadia,direct,14,5,\...
Nadia,direct,14,6,}...
Nadia,direct,14,7,.\\
Nadia,direct,14,8,}.
Nadia,direct,14,9,!\
Nadia,direct,14,10, }.
Nadia,direct,14,11, }\
Nadia,direct,14,12,...?
Nadia,direct,14,13,...\...\
Nadia,direct,14,14,}\\
Nadia,direct,14,15,"..."","
Nadia,direct,14,16, ....
Nadia,direct,14,17,?\
Nadia,direct,14,18," \"""
Nadia,direct,14,19,.....
Nadia,direct,14,20, .....
Nadia,direct,15,1,"\""."
Nadia,direct,15,2,...\
Nadia,direct,15,3,".\"""
Nadia,direct,15,4, _____
Nadia,direct,15,5,...?
Nadia,direct,15,6,.....
Nadia,direct,15,7, \...
Nadia,direct,15,8,....
Nadia,direct,15,9, ....
Nadia,direct,15,10,}.
Nadia,direct,15,11, ____
Nadia,direct,15,12, ______
Nadia,direct,15,13,...
Nadia,direct,15,14, ...
Nadia,direct,15,15, .....
Nadia,direct,15,16,\...
Nadia,direct,15,17, ____________
Nadia,direct,15,18,!\
Nadia,direct,15,19,!...
Nadia,direct,15,20,?\
Nadia,direct,16,1,...\
Nadia,direct,16,2, _____
Nadia,direct,16,3,.....
Nadia,direct,16,4,...?
Nadia,direct,16,5, ____
Nadia,direct,16,6,"\""."
Nadia,direct,16,7,....
Nadia,direct,16,8, ______
Nadia,direct,16,9, ____________
Nadia,direct,16,10, ....
Nadia,direct,16,11,!\
Nadia,direct,16,12, \...
Nadia,direct,16,13,...
Nadia,direct,16,14, ________
Nadia,direct,16,15,\...
Nadia,direct,16,16, _______
Nadia,direct,16,17,?\
Nadia,direct,16,18, .....
Nadia,direct,16,19, __
Nadia,direct,16,20, ___
Nadia,direct,17,1, because
Nadia,direct,17,2, people
Nadia,direct,17,3, happiness
Nadia,direct,17,4, someone
Nadia,direct,17,5, believed
Nadia,direct,17,6, likely
Nadia,direct,17,7, pride
Nadia,direct,17,8, woman
Nadia,direct,17,9, probably
Nadia,direct,17,10, kindness
Nadia,direct,17,11, good
